"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3086962,"December 3, 2024",Michigan,Detroit,"Schoenherr St and E State Fair Ave",1,0,0,2,0,N/A
3086176,"December 3, 2024",Georgia,Augusta,"1500 block of Picquet Ave",1,0,0,0,1,N/A
3087047,"December 3, 2024","North Carolina",Fayetteville,"200 block of Lieber St",1,2,0,0,0,N/A
3086884,"December 3, 2024","South Carolina","North Charleston","4800 block of Lowell Dr",1,0,0,0,0,N/A
3086128,"December 3, 2024","North Dakota",Jamestown,"113 1st Ave S",0,0,1,0,0,N/A
3087203,"December 3, 2024",Texas,"San Antonio","8500 block of Jones Maltsberger Rd",0,0,1,0,0,N/A
3086394,"December 3, 2024",Virginia,"Patrick Springs","Stella Rd",1,0,0,0,1,N/A
3086591,"December 3, 2024",Georgia,"South Fulton","100 block of Elkmont Ridge SW",1,0,0,1,1,N/A
3086873,"December 3, 2024","South Carolina",Laurens,"106 E Public Square",0,1,1,0,0,N/A
3089688,"December 3, 2024","New Mexico","Continental Divide","19 NM-122",1,0,0,0,1,N/A
3087105,"December 3, 2024",Connecticut,"New Haven","Huntington St and Shelton Ave",1,0,0,0,1,N/A
3091023,"December 3, 2024",Maine,Turner,"57 Conant Rd",1,0,0,0,1,N/A
3086848,"December 3, 2024","New Mexico",Albuquerque,"3400 block of Alpha Ct NW",1,0,0,0,1,N/A
3086134,"December 3, 2024","District of Columbia",Washington,"1250 Bladensburg Rd NE",1,0,0,0,0,N/A
3086743,"December 3, 2024",Louisiana,"Baton Rouge","5151 Highland Rd",1,1,0,0,0,N/A
3086417,"December 3, 2024",Louisiana,Shreveport,"2901 Dee St",1,0,0,0,1,N/A
3086415,"December 3, 2024","North Carolina","Castle Hayne","41 Stoney Rd",1,0,0,0,0,N/A
3087200,"December 3, 2024","North Carolina",Tarboro,"1109 Newsome St",1,0,1,0,0,N/A
3085310,"December 2, 2024",Illinois,Chicago,"3511 W 59th St",3,5,0,0,2,N/A
3086562,"December 2, 2024",Illinois,Chicago,"2200 block of S Christiana Ave",1,0,0,0,0,N/A
3085700,"December 2, 2024",Ohio,Cleveland,"4030 E 131st St",1,0,0,0,0,N/A
3087374,"December 2, 2024",Washington,Wapato,"Mamachat Ln",1,0,0,0,0,N/A
3087170,"December 2, 2024","New York",Massena,"128 Beach St",1,0,1,0,0,N/A
3086371,"December 2, 2024",Kansas,Ellis,"1706 Monroe St",1,0,0,0,0,N/A
3085188,"December 2, 2024","New York",Brooklyn,"100 Jamaica Ave",1,0,0,0,0,N/A
3085231,"December 2, 2024",Florida,Orlando,"E Colonial Dr and S Primrose Dr",1,0,0,0,1,N/A
3086200,"December 2, 2024",California,"Rancho Cucamonga","8250 Day Creek Blvd",1,0,0,0,0,N/A
3085525,"December 2, 2024",Minnesota,"Minneapolis (Robbinsdale)","Lowry Ave and France Ave N",1,0,0,0,2,N/A
3086046,"December 2, 2024",Texas,Seagoville,"600 block of Fountain Dr",1,0,0,0,1,N/A
3086858,"December 2, 2024",Texas,Dallas,"1600 block of John West Rd",1,0,0,0,1,N/A
3086287,"December 2, 2024",Virginia,"Virginia Beach","5705 Schoolhouse Rd",1,0,0,0,1,N/A
3085630,"December 2, 2024",Alabama,"Hazel Green","100 block of Butch Cir",1,0,0,0,1,N/A
3085287,"December 2, 2024",Kansas,Edwardsville,"706 S 9th St",1,0,0,0,0,N/A
3086334,"December 2, 2024",Tennessee,Kingston,"1056 Laurel Bluff Rd",1,0,0,0,1,N/A
3086170,"December 2, 2024","North Carolina",Fairmont,"1400 block of Williamson Rd",1,0,0,0,1,N/A
3087038,"December 2, 2024",Missouri,Niangua,"Bowen Creek Rd",2,0,0,0,1,N/A
3085925,"December 2, 2024",Minnesota,Minneapolis,"2600 Cedar Ave",1,0,0,0,0,N/A
3086155,"December 2, 2024",California,Torrance,"Oregon Ct and Maple Ave",0,0,1,0,0,N/A
3087737,"December 2, 2024",Texas,"The Colony","6399 Morning Star Dr",1,0,1,0,0,N/A
3086220,"December 2, 2024",California,Stockton,"Sunny Rd and 99 Frontage Rd",1,0,0,0,0,N/A
3085183,"December 2, 2024",Colorado,"Littleton (Lakewood)","384 S Wadsworth Blvd",0,0,1,0,0,N/A
3085345,"December 2, 2024","North Carolina",Greensboro,"I-40 and NC-68",1,0,0,0,0,N/A
3085445,"December 2, 2024",Indiana,Indianapolis,"406 W 38th St",1,0,0,0,0,N/A
3086048,"December 2, 2024",Connecticut,"New Haven","730 George St",1,0,0,0,0,N/A
3085785,"December 2, 2024","South Carolina",Lugoff,"186 Roy Truesdale Rd",2,0,0,0,2,N/A
3086413,"December 2, 2024",Washington,Sunnyside,"400 block of North Ave",1,0,0,0,0,N/A
3086283,"December 2, 2024",Florida,"Punta Gorda","Nasturtium Dr and Orange Blossom Blvd",1,0,0,0,1,N/A
3085879,"December 2, 2024",Maryland,Baltimore,"3500 block of Clifton Ave",1,0,0,0,0,N/A
3088525,"December 2, 2024",Washington,Wapato,"Mamachat Ln",1,0,0,0,0,N/A
3086189,"December 2, 2024",California,Compton,"906-936 S Central Ave",1,0,1,0,0,N/A
3085402,"December 2, 2024",Mississippi,Jackson,"201 Boling St",1,0,0,0,2,N/A
3085905,"December 2, 2024",Texas,"Port Arthur","700 W Gulfway Dr",1,0,0,0,0,N/A
3086426,"December 2, 2024",Illinois,"East Saint Louis","588 N 24th St",1,0,0,0,0,N/A
3085767,"December 2, 2024",Alabama,Fairfield,"400 block of Forest Dr",1,0,0,0,1,N/A
3085886,"December 2, 2024",Texas,Victoria,"13000 block of N Navarro St",1,0,0,0,0,N/A
3085362,"December 2, 2024",Arizona,Tucson,"3450 S Mann Ave",1,0,0,0,1,N/A
3085685,"December 2, 2024",Pennsylvania,Philadelphia,"3900 block of N Darien St",1,0,0,0,0,N/A
3085422,"December 2, 2024",Wisconsin,Milwaukee,"2031 N 38th St",1,0,0,0,1,N/A
3085633,"December 1, 2024",Tennessee,Chattanooga,"6600 block of Green Rd",1,0,0,0,1,N/A
3085142,"December 1, 2024",Tennessee,Nashville,"981 Murfreesboro Pike",1,2,0,0,2,N/A
3141889,"December 1, 2024",Colorado,"Colorado Springs",N/A,1,0,0,0,0,N/A
3084861,"December 1, 2024","North Carolina",Salisbury,"1800 block of 3rd St",2,0,0,0,1,N/A
3085523,"December 1, 2024",Kentucky,Lexington,"1800 block of Versailles Rd",1,0,0,0,1,N/A
3085131,"December 1, 2024",Tennessee,Memphis,"3400 block of Emerald St",0,1,1,0,0,N/A
3085826,"December 1, 2024",Oklahoma,Coweta,"11225 S 275th E Ave",1,0,1,0,0,N/A
3085452,"December 1, 2024",Nebraska,Omaha,"11909 Miracle Hills Dr",1,0,1,0,0,N/A
3084910,"December 1, 2024",Florida,"Saint Cloud","Western Sun Dr",1,0,0,0,1,N/A
3085539,"December 1, 2024",Minnesota,Minneapolis,"3316 10th Ave S",1,0,0,0,0,N/A
3085425,"December 1, 2024",Washington,Yakima,"601 E Yakima Ave",1,0,0,0,0,N/A
3084870,"December 1, 2024",Florida,Hollywood,"2930 Hollywood Blvd",2,2,0,0,0,N/A
3085544,"December 1, 2024",Kentucky,Frankfort,"Leathers Ln",1,0,0,0,1,N/A
3084810,"December 1, 2024",Virginia,"Newport News","700 block of Gloucester Dr",2,1,0,0,0,N/A
3085573,"December 1, 2024",California,"Santa Ana","W 2nd St and N Broadway",0,0,1,0,0,N/A
3086926,"December 1, 2024",Texas,"Hemphill (Fairmount)","2500 block of FM 3315",1,0,0,0,1,N/A
3085568,"December 1, 2024",California,Salinas,"1000 block of Industrial St",1,0,0,0,0,N/A
3086225,"December 1, 2024",Alabama,"Mobile (Prichard)",N/A,1,0,0,0,0,N/A
3085019,"December 1, 2024",California,Lancaster,"E Ave K and Division St",1,1,0,0,0,N/A
3085071,"December 1, 2024",Texas,"Fort Worth","6901 N Beach St",1,0,0,0,1,N/A
3084981,"December 1, 2024",Michigan,"Fort Gratiot (Fort Gratiot Township)","Campbell Rd and Keewahdin Rd",1,0,0,0,0,N/A
3085415,"December 1, 2024",California,"Santa Ana","N Broadway and W 2nd St",0,0,1,0,0,N/A
3084788,"December 1, 2024",Arizona,Peoria,"9200 W Grand Ave",0,0,1,0,0,N/A
3085223,"December 1, 2024",Florida,"Pompano Beach","300 block of Avondale Dr",1,0,0,0,0,N/A
3085076,"December 1, 2024",Louisiana,"New Orleans","2100 block of Louisiana Ave",1,0,0,0,0,N/A
3110094,"December 1, 2024","New Mexico",Zuni,N/A,1,0,0,0,1,N/A
3085024,"December 1, 2024",California,"Los Angeles (Vernon)","4900 block of Charter St",1,0,0,0,0,N/A
3085488,"December 1, 2024","South Carolina",Aiken,"1000 block of Prides Crossing",1,0,0,0,1,N/A
3085261,"December 1, 2024","New Jersey",Newark,"100 block of Huntington Terrace",1,0,0,0,3,N/A
3085985,"December 1, 2024",Louisiana,"Lake Charles","Tom Hebert Rd",1,0,0,1,0,N/A
3085546,"December 1, 2024",California,"King City","800 block of Willow St",1,0,0,0,1,N/A
3085541,"December 1, 2024",California,Cutler,"45779 Rd 128",1,0,0,0,2,N/A
3085179,"December 1, 2024","North Carolina",Charlotte,"6200 block of South Blvd",1,0,0,0,0,N/A
3086750,"December 1, 2024",Mississippi,Bassfield,"Bassfield Cemetery Rd",1,0,0,0,0,N/A
3084942,"December 1, 2024",Maryland,Baltimore,"2200 block of N Monroe St",1,0,0,0,0,N/A
3084867,"December 1, 2024",Texas,Dallas,"3800 block of Dawes Dr",1,0,0,0,1,N/A
3085712,"December 1, 2024",Mississippi,Prairie,"10092 Wilson Hill Loop",1,0,0,1,4,N/A
3085841,"December 1, 2024",Louisiana,Shreveport,"8930 Brookwood Dr",1,1,0,0,0,N/A
3084974,"December 1, 2024",Illinois,"Saint Charles","975 N 5th Ave",0,0,1,0,0,N/A
3085353,"December 1, 2024",Georgia,Atlanta,"1726 Centra Villa Dr SW",1,0,0,0,2,N/A
3084913,"November 30, 2024","North Carolina",Parkton,"1500 block of E Green Springs Rd",1,0,0,0,0,N/A
3084586,"November 30, 2024",Alabama,"Birmingham (Center Point)","23rd Ave NE",1,0,0,0,0,N/A
3084964,"November 30, 2024",Georgia,Atlanta,"2151 Metropolitan Pkwy SW",1,0,0,0,1,N/A
3085503,"November 30, 2024",Ohio,Dayton,"Kammer Ave and Winters St",1,0,0,0,2,N/A
3084827,"November 30, 2024",Arizona,Tucson,"3450 N Stone Ave",1,0,0,0,0,N/A
3084877,"November 30, 2024","North Carolina",Fayetteville,"6000 block of Cinnamon Creek Cir",1,0,0,0,0,N/A
3084928,"November 30, 2024",Pennsylvania,Stroudsburg,"1015 W Main St",1,0,0,0,1,N/A
3084494,"November 30, 2024",Arkansas,Mayflower,"White City Rd",1,0,0,0,0,N/A
3084892,"November 30, 2024",Florida,Plantation,"7081 W Sunrise Blvd",1,0,0,0,0,N/A
3089332,"November 30, 2024",Texas,Kennedale,"332 S New Hope Rd",1,0,1,0,0,N/A
3084514,"November 30, 2024",Minnesota,Rochester,"4100 block of Manor Woods Dr NW",1,0,0,0,0,N/A
3084978,"November 30, 2024",Georgia,Savannah,"123 Saussy Rd",1,0,0,0,1,N/A
3085038,"November 30, 2024",Colorado,Denver,"7600 block of Heather Pl",0,0,1,0,0,N/A
3084175,"November 30, 2024",Maryland,"Upper Marlboro (Largo)","9640 Lottsford Ct",1,0,0,0,1,N/A
3084407,"November 30, 2024",Louisiana,"New Orleans","6700 block of Tara Ln",2,0,0,0,2,N/A
3087720,"November 30, 2024",California,Corning,"22000 block of Kraft Ave",1,0,0,0,1,N/A
3084664,"November 30, 2024",Texas,Houston,"600 Westmont Dr",1,0,0,0,1,N/A
3084342,"November 30, 2024",Maine,Westbrook,"40 Arlington Ave",0,0,1,0,0,N/A
3086096,"November 30, 2024","South Carolina",Neeses,"194 Dragstrip Rd",1,2,0,0,1,N/A
3084583,"November 30, 2024",Texas,Houston,"Caddo Lake Ln and Devonshire Dr",1,0,0,0,1,N/A
3084930,"November 30, 2024","South Carolina","West Columbia","100 Riverbend Dr",1,0,0,0,1,N/A
3084326,"November 30, 2024",Kansas,"Kansas City","200 block of Quindaro Blvd",1,0,0,0,1,N/A
3084947,"November 30, 2024",Maryland,Laurel,"10000 block of American Pharoah Ln",0,0,1,0,0,N/A
3084440,"November 30, 2024",Arizona,Phoenix,"2401 E Van Buren St",1,0,0,0,1,N/A
3084967,"November 30, 2024",Georgia,Hampton,"11678 Hastings Bridge Rd",0,0,1,0,0,N/A
3084905,"November 30, 2024",Florida,"Haines City",N/A,1,0,1,0,0,N/A
3084847,"November 30, 2024",Florida,"Belle Glade","640 SW 16th St",1,2,0,0,0,N/A
3084996,"November 30, 2024",California,Compton,"15853 S Haskins Ave",1,0,0,0,1,N/A
3093226,"November 30, 2024",Mississippi,Greenwood,"McLaurin St",1,0,0,0,0,N/A
3084454,"November 30, 2024",Tennessee,Crossville,"100 block of Scott Creek Rd",0,0,1,0,0,N/A
3084235,"November 30, 2024","North Carolina",Charlotte,"4100 block of Revolution Park Dr",1,0,0,0,0,N/A
3084953,"November 30, 2024",Maryland,Baltimore,"W Redwood St and S Eutaw St",1,0,0,0,1,N/A
3247778,"November 30, 2024",Texas,"Fort Worth","2321 Miller Ave",1,0,0,0,1,N/A
3085146,"November 30, 2024",Tennessee,Antioch,"299 Tusculum Rd",1,0,0,0,2,N/A
3084735,"November 30, 2024",Louisiana,"New Orleans","2215 Willow St",1,0,0,0,0,N/A
3085301,"November 30, 2024",Arizona,"Tonto Basin",N/A,1,0,1,0,0,N/A
3084489,"November 30, 2024",Kentucky,Lexington,"1070 Chinoe Rd",1,0,0,0,1,N/A
3084424,"November 30, 2024",Georgia,Monroe,"114 4th St",1,0,0,0,1,N/A
3087425,"November 30, 2024",Georgia,Decatur,"1000 block of Woodberry Pl",1,0,0,0,3,N/A
3085776,"November 30, 2024",Ohio,"Bowling Green","OH-199 and OH-582",0,0,1,0,0,N/A
3083947,"November 29, 2024",Ohio,Columbus,"1700 block of E Main St",1,1,0,0,0,N/A
3087320,"November 29, 2024",Texas,Houston,"700 block of N Sam Houston Pkwy",1,0,0,0,1,N/A
3084023,"November 29, 2024",Wisconsin,Milwaukee,"792 W Galena St",1,0,1,0,0,N/A
3084782,"November 29, 2024",Oklahoma,"Broken Arrow","1305 W Gary Pl",0,0,1,0,0,N/A
3084171,"November 29, 2024",Colorado,"Colorado Springs","2500 block of Royalty Ct",1,0,0,0,0,N/A
3083867,"November 29, 2024",Pennsylvania,Braddock,"400 block of Library St",1,0,0,0,0,N/A
3083750,"November 29, 2024",Oklahoma,"Oklahoma City","SE 44th St and Sunnylane Rd",1,0,0,0,1,N/A
3084151,"November 29, 2024",Illinois,Chicago,"6700 block of S Western Ave",1,1,0,0,0,N/A
3083973,"November 29, 2024",Kentucky,Louisville,"6100 block of Preston Hwy",1,0,0,0,1,N/A
3084502,"November 29, 2024",Minnesota,"Saint Paul","1359 University Ave W",1,0,0,0,0,N/A
3083993,"November 29, 2024",Michigan,Detroit,"S Liebold St and Schaefer Hwy",1,0,0,0,0,N/A
3083546,"November 29, 2024",Ohio,Cincinnati,"2100 block of West North Bend Rd",1,0,0,0,1,N/A
3084328,"November 29, 2024",Virginia,Portsmouth,"Fort Ln and Crawford Pkwy",1,0,0,0,0,N/A
3083965,"November 29, 2024","West Virginia",Bolt,"E Breckenridge Village",0,1,1,0,0,N/A
3083776,"November 29, 2024",Arizona,Phoenix,"W St Anne Ave and S 50th Ave",1,0,0,0,1,N/A
3086239,"November 29, 2024",Alabama,"Frisco City","Snyder Ave",1,0,0,0,1,N/A
3085015,"November 29, 2024",California,"San Francisco","4 Gould St",1,0,0,0,0,N/A
3083864,"November 29, 2024",Florida,Lutz,"17603 Cranbrook Dr",1,0,1,0,0,N/A
3084190,"November 29, 2024",Arkansas,"Little Rock","1800 Broadway St",1,0,0,0,0,N/A
3084206,"November 29, 2024",California,"Los Angeles","6000 block of Barton Ave",1,0,0,0,0,N/A
3084131,"November 29, 2024",Indiana,Portage,"6362 Monument Dr",1,1,1,0,0,N/A
3085500,"November 29, 2024","South Dakota","Rapid City","Deadwood Ave and W Omaha St",1,0,0,0,1,N/A
3084013,"November 29, 2024",Texas,Houston,"2691 Melbourne St",1,0,0,0,1,N/A
3083905,"November 29, 2024",Indiana,Indianapolis,"2100 block of Braeburn E Dr",1,0,0,0,0,N/A
3084168,"November 29, 2024",Colorado,"Woodland Park","777 Gold Hill Pl S",0,0,1,0,0,N/A
3083880,"November 29, 2024",Mississippi,Jackson,"4298 Fairfax Ave",1,0,0,0,1,N/A
3084059,"November 29, 2024",Florida,Quincy,"1700 block of Post Plant Rd",2,0,0,0,4,N/A
3083692,"November 29, 2024",California,Rosemead,"7503 Garvey Ave",1,0,0,0,0,N/A
3084030,"November 29, 2024",Texas,Lubbock,"1605 50th St",1,0,0,0,1,N/A
3090966,"November 29, 2024",Arizona,"Casa Grande","310 W 2nd St",1,0,0,0,1,N/A
3084110,"November 29, 2024",Illinois,Chicago,"5400 block of W Washington Blvd",1,0,0,0,0,N/A
3083580,"November 29, 2024",Illinois,Chicago,"2800 block of W Polk St",1,0,0,0,0,N/A
3084449,"November 29, 2024",Georgia,Augusta,"1030 Amli Way",1,0,0,1,1,N/A
3083760,"November 29, 2024",Illinois,"Oak Park","800 block of Lake St",1,0,0,1,0,N/A
3085391,"November 29, 2024",Arkansas,"Rose Bud","479 County Line Rd",0,0,1,0,0,N/A
3084204,"November 29, 2024",California,"Mission Hills","10400 block of N Sepulveda Blvd",1,0,0,0,0,N/A
3084156,"November 29, 2024",Indiana,Gary,"1000 W 21st Ave",1,0,0,0,0,N/A
3084389,"November 29, 2024",Illinois,Palatine,"1700 block of N Hicks Rd",1,0,0,0,1,N/A
3084062,"November 29, 2024",Mississippi,Greenville,"2405 US-82",1,1,0,0,0,N/A
3085800,"November 29, 2024",Florida,"Spring Hill","2407 Covington Ave",1,0,1,0,0,N/A
3084352,"November 29, 2024",Georgia,Quitman,"Shiver Rd",2,0,0,0,1,N/A
3083628,"November 29, 2024",Delaware,Wilmington,"464 Bethune Dr",0,1,1,0,0,N/A
3084027,"November 29, 2024",Wisconsin,Milwaukee,"4326 W Burleigh St",1,0,0,0,1,N/A
3084317,"November 29, 2024","South Carolina","North Charleston","Cherokee St and Navajo St",0,0,1,0,0,N/A
3083543,"November 28, 2024",Ohio,Akron,"East Ave and Vernon Odom Blvd",0,0,1,0,0,N/A
3163379,"November 28, 2024",Mississippi,Jackson,"Glen Erin St and Monticello Ave",1,0,0,0,0,N/A
3083131,"November 28, 2024","North Carolina",Zebulon,"147 W Barbee St",1,0,0,0,1,N/A
3083332,"November 28, 2024",Florida,"Ormond Beach","5500 block of Ocean Shore Blvd",0,0,1,0,0,N/A
3083927,"November 28, 2024",Texas,"Fort Worth","2809 Broadmoor Dr",2,1,0,0,2,N/A
3084384,"November 28, 2024",Florida,Miami,"13600 Jefferson St",1,0,0,0,1,N/A
3083436,"November 28, 2024",Louisiana,Shreveport,"7702 Pines Rd",0,0,2,0,0,N/A
3083858,"November 28, 2024",Utah,"Clearfield (Clinton)","2600 W 2250 N",1,0,1,0,0,N/A
3083937,"November 28, 2024",Texas,"Fort Worth","2800 block of Miller Ave",1,0,0,0,0,N/A
3131623,"November 28, 2024","South Carolina",Kingstree,"S Longstreet St",1,0,0,0,1,N/A
3083891,"November 28, 2024",Texas,"Corpus Christi","5202 I-37 Frontage Rd",1,0,0,0,1,N/A
3084017,"November 28, 2024",Georgia,Bainbridge,"151 Hunter Rd",2,0,1,0,0,N/A
3083122,"November 28, 2024",California,Fresno,"N Pleasant Ave and W Fedora Ave",1,1,0,0,4,N/A
3140777,"November 28, 2024",California,"Stevenson Ranch","25707 Oak Leaf Ct",1,0,0,0,0,N/A
3084040,"November 28, 2024",Florida,"Fort Lauderdale (Lauderdale Lakes)","2850 Somerset Dr",1,0,0,0,0,N/A
3083694,"November 28, 2024",California,Brea,"CA-57 and E Lambert Rd",0,0,1,0,0,N/A
3083765,"November 28, 2024",Arizona,Phoenix,"79th Ave and Mitchell Dr",0,0,1,0,0,N/A
3084296,"November 28, 2024",Arizona,"Cave Creek","N 54th St and Azure Hills Dr",1,0,0,0,0,N/A
3083831,"November 28, 2024",Minnesota,Minneapolis,"700 block of Emerson Ave N",1,0,0,0,0,N/A
3083721,"November 28, 2024",California,Oakland,"2644 22nd Ave",1,1,0,0,0,N/A
3083411,"November 28, 2024",Maryland,Pikesville,"50 block of Hawthorne Ave",1,0,0,0,0,N/A
3085225,"November 28, 2024",Georgia,Kennesaw,"Moon Station Rd NW and Bayswater Dr",1,0,0,0,1,N/A
3083305,"November 28, 2024",Maryland,Lanham,"7700 block of Annapolis Rd",1,0,0,0,0,N/A
3083767,"November 28, 2024",Arizona,Tempe,"987 W Washington St",1,1,0,0,3,N/A
3083700,"November 28, 2024",Virginia,Ridgeway,"143 Villa Rd",1,0,0,0,1,N/A
3083190,"November 28, 2024",Georgia,Atlanta,"1162 Booker Ave SW",1,0,0,0,0,N/A
3083459,"November 28, 2024",Illinois,Chicago,"4000 block of W Monroe St",1,0,0,0,1,N/A
3084774,"November 28, 2024","District of Columbia",Washington,"600 block of T St NW",1,0,0,0,0,N/A
3083120,"November 28, 2024",California,Whittier,"14000 block of Leffingwell Rd",1,0,0,0,0,N/A
3083179,"November 28, 2024",Texas,"San Antonio","600 block of Potomac St",2,2,0,0,1,N/A
3083362,"November 28, 2024","South Carolina",Mullins,"5303 Bluff Rd",1,0,0,0,1,N/A
3083442,"November 28, 2024",Georgia,Savannah,"1401 Augusta Ave",1,0,0,0,1,N/A
3082433,"November 27, 2024",Illinois,Chicago,"2900 block of N Pine Grove Ave",1,0,0,0,0,N/A
3082799,"November 27, 2024",Alabama,Montgomery,"3400 block of Harris St",1,0,0,0,0,N/A
3083461,"November 27, 2024",Georgia,Jonesboro,"8400 block of Moultrie Dr",1,0,0,0,0,N/A
3082845,"November 27, 2024",Tennessee,Memphis,"2800 block of Spring Ridge Dr",1,0,0,0,0,N/A
3083041,"November 27, 2024",Ohio,Cleveland,"7700 block of Broadway Ave",1,0,0,0,0,N/A
3082853,"November 27, 2024",Tennessee,Memphis,"200 block of W Burdock Ave",1,0,0,0,1,N/A
3082544,"November 27, 2024",Vermont,Bristol,"Adirondack View",1,0,0,0,0,N/A
3082778,"November 27, 2024",Alabama,"Bessemer (Hueytown)","1700 block of 28th Ave",1,0,0,0,0,N/A
3083276,"November 27, 2024","New York",Bronx,"280 E 161st St",1,0,0,0,1,N/A
3083456,"November 27, 2024","New Mexico",Albuquerque,"2906 Juan Tabo Blvd NE",1,0,0,0,1,N/A
3082819,"November 27, 2024","South Dakota",Wagner,N/A,0,0,1,0,0,N/A
3083283,"November 27, 2024",Virginia,"Woodbridge (Dale City)","13500 block of Delaney Rd",1,0,0,0,1,N/A
3082715,"November 27, 2024",Florida,"North Fort Myers","2238 Laurel Ln",0,0,1,0,0,N/A
3082983,"November 27, 2024",Illinois,Danville,"1911 E Main St",2,1,0,0,0,N/A
3082688,"November 27, 2024",Georgia,Augusta,"3000 block of Mystic Ln",2,0,0,0,1,N/A
3083940,"November 27, 2024",Texas,"North Richland Hills","7312 Stonybrooke Dr",1,0,0,0,3,N/A
3083236,"November 27, 2024",Texas,Mckinney,"3300 block of N McDonald St",2,0,0,1,2,N/A
3083271,"November 27, 2024",Texas,Houston,"4002 Corder St",1,0,0,1,0,N/A
3085779,"November 27, 2024","South Carolina",Yemassee,"16400 block of Hendersonville Hwy",1,0,0,0,1,N/A
3083265,"November 27, 2024",Kansas,Pittsburg,"1116 S Elm St",1,0,0,0,1,N/A
3085820,"November 27, 2024",California,"Santa Rosa","2000 block of Weeks Ranch Rd",1,0,1,0,0,N/A
3083197,"November 27, 2024",Texas,"San Antonio","66 Brees Blvd",0,1,1,0,0,N/A
3083733,"November 27, 2024",California,"San Diego","3700 block of National Ave",1,0,0,0,0,N/A
3082478,"November 27, 2024",Florida,"Hallandale (Hallandale Beach)","1830 S Ocean Dr",1,0,1,0,0,N/A
3082237,"November 27, 2024",Wisconsin,Milwaukee,"6530 W Fond du Lac Ave",1,0,0,0,1,N/A
3082226,"November 27, 2024",Texas,Arlington,"910 N Collins St",0,0,1,0,0,N/A
3083770,"November 27, 2024",Arizona,Phoenix,"N 19th Ave and W Thunderbird Rd",1,0,0,0,0,N/A
3083167,"November 27, 2024",California,"Los Angeles (East Los Angeles)","500 block of Eastmont Ave",1,0,0,0,0,N/A
3083164,"November 27, 2024",California,Lakewood,"20161 Pioneer Blvd",1,0,0,0,0,N/A
3085537,"November 27, 2024",California,Caliente,"17000 block of Indian Creek Rd",2,0,0,0,0,N/A
3083471,"November 27, 2024",Arizona,Tucson,"1400 block of N Hualpai Rd",1,0,0,0,0,N/A
3083354,"November 27, 2024",California,"San Bernardino","900 E Gilbert St",1,0,0,0,0,N/A
3082797,"November 27, 2024",Illinois,Chicago,"Clark St and Fullerton Ave",1,0,0,0,1,N/A
3083134,"November 27, 2024","North Carolina",Durham,"1200 block of E Lawson St",1,0,0,0,0,N/A
3082700,"November 27, 2024",Georgia,Columbus,"8300 block of Canaan Dr",2,0,0,0,1,N/A
3082886,"November 27, 2024",Tennessee,Memphis,"Stacey Rd",1,2,0,0,1,N/A
3082597,"November 27, 2024",Louisiana,"Baton Rouge","1022 Swan Ave",1,2,0,0,4,N/A
3083209,"November 26, 2024",Ohio,Cleveland,"2300 block of E 28th St",1,0,0,0,0,N/A
3081887,"November 26, 2024",Oregon,Eugene,"Moon Mountain Dr and Laurel Hill Dr",0,0,1,0,0,N/A
3089973,"November 26, 2024",Pennsylvania,"New Kensington","556 Camp Ave",1,0,0,0,0,N/A
3081802,"November 26, 2024",Arkansas,"West Helena","328 S Sebastian St",1,0,0,0,1,N/A
3084078,"November 26, 2024",Ohio,Lima,"438 S Kenilworth Ave",1,0,0,0,0,N/A
3081821,"November 26, 2024","North Carolina",Charlotte,"300 block of W Sugar Creek Rd",1,0,0,0,0,N/A
3082215,"November 26, 2024",Colorado,"Colorado Springs","1960 Chelton Rd",1,0,0,0,1,N/A
3081785,"November 26, 2024",Iowa,"Des Moines","430 Grand Ave",0,0,1,0,0,N/A
3083390,"November 26, 2024","North Carolina",Louisburg,"114 Smoke Tree Way",1,1,0,0,0,N/A
3081853,"November 26, 2024",Pennsylvania,Philadelphia,"2900 block of N Bambrey St",1,0,0,0,1,N/A
3081301,"November 26, 2024",California,"Bell Gardens (Cudahy)","4436 Clara St",1,1,0,0,0,N/A
3083169,"November 26, 2024","West Virginia",Ridgeley,"1320 Old Furnace Rd",1,0,0,0,1,N/A
3081627,"November 26, 2024","New York",Rochester,"Rau St",1,0,0,0,0,N/A
3085896,"November 26, 2024",Maryland,"Oxon Hill","6200 block of Oxon Hill Rd",1,0,0,0,2,N/A
3081467,"November 26, 2024",Georgia,Atlanta,"465 Glenn St SW",1,0,0,0,1,N/A
3082655,"November 26, 2024",Georgia,Decatur,"200 block of Feld Ave",1,0,0,0,1,N/A
3082260,"November 26, 2024",Mississippi,Gulfport,"557 Graves Ave",2,0,0,0,1,N/A
3083431,"November 26, 2024",Mississippi,Mccomb,"500 block of McComb St",1,0,0,0,0,N/A
3082821,"November 26, 2024","South Carolina",Greenville,"Pine St and Alice St",1,0,0,0,1,N/A
3140218,"November 26, 2024",California,"San Francisco",N/A,1,0,0,0,0,N/A
3081857,"November 26, 2024",Ohio,"Dayton (Trotwood)","100 block of W Sunrise Ave",1,0,0,0,1,N/A
3081398,"November 26, 2024",Texas,Weslaco,"1200 E 6th St",1,0,0,0,0,N/A
